"","Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"346","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,22,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","BLUE LINE COMING OUT OF THE RIGHT CORNER OF MOUTH, DOWN RIGHT SIDE OF BODY, 4 BUOYS TOTAL; RESIGHTING COMMENT: 100 FEET OF BLUE LINE, 3/4 TO 1 INCH LINE, TRAILING BEHIND WHALE, BELIEVED TO ORIGINATE FROM MOUTH; 4 BUOYS, 3 ORANGE, 1 WHITE;  PURPLE TAG OF UNKNOWN SHAPE NOTED FROM PHOTOS ON BUOY. BREACHING AND PECTORAL FIN SLAPPING, SUBMERGING ALL GEAR WHEN DIVING. GEAR CONFIGURATION AND AMOUNT UNKNOWN. WHALE RESIGHTED ON 5/24, STILL ENTANGLED.","SI (PRORATE)","L10",0.75,"Y","Y"
"347","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,22,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","WHALE TRAILING 2 BUOYS (1 ORANGE, 1 GREEN AND WHITE) APPROX. 10 FT. BEHIND FLUKES. ENTANGLEMENT BELIEVED TO INVOLVE FLUKES BUT COULD NOT BE CONFIRMED. WHALE WAS TRAVELING SLOWLY AND DID NOT SHOW FLUKES WHEN DIVING, BUT ALL VISIBLE GEAR WAS SUBMERGED WHEN WHALE DOVE. BUOYS DESCRIBED BY REPORTING PARTY AS CRAB POT BUOYS, BUT THE IDENTITY OF THE FISHERY COULD NOT BE CONFIRMED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"348","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,27,"UNIDENTIFIED FISHERY INTERACTION","SAN MATEO","CA","SI (PRORATE)","WHALE WITH RED / ORANGE BUOY BEING TRAILED 10 FT. BEHIND. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"349","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,1,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","SONOMA","CA","SI (PRORATE)","FISHING VESSEL OFF BODEGA BAY REPORTED WHALE ENTANGLED WITH THREE BUOYS CLOSE TO BODY AND TAIL. WHALE RESIGHTED 4 DAYS LATER IN SAME VICINITY AT THE SURFACE, NOT DIVING UNTIL A VESSEL APPROACHED.  WHALE DRAGGED BUOYS UNDERWATER UPON DIVING. WHALE WAS SEEN AGAIN OFF SAN DIEGO ON 7/2/2016 AND 7/3/2016, STILL ENTANGLED AND SPYHOPPING, TRAILING 60-70 FT OF LINE, PLUS BUOYS. CONFIRMED DUNGENESS CRAB POT TRAP (CA) FROM PHOTOS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"350","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,1,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","SI (PRORATE)","WHALE OFF SANTA CRUZ ISLAND, FEEDING WITH OTHER WHALES, REPORTED TO BE TRAILING 3 BUOYS. AMOUNT AND CONFIGURTION OF GEAR UNKNOWN. PHOTOS APPARENTLY TAKEN.","SI (PRORATE)","L10",0.75,"N","Y"
"351","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,2,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","WHALE-WATCHING VESSEL REPORTED WHALE WITH BLUE LINE (MULTIPLE WRAPS) BEHIND BLOWHOLE AND BEHIND DORSAL, 2 YELLOW BULLET BUOYS ON RIGHT SIDE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. PHOTOS TAKEN, INCLUDING FLUKE-ID.","SI (PRORATE)","L10",0.75,"N","Y"
"352","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,4,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","MULTIPLE CONSTRICTING WRAPS AT BASE OF LEFT PECTORAL FLIPPER, LINE HANGING DOWN TO TRAP (NOT SEEN), 2 BUOYS: 1 CLOSE TO TIGHT WRAP (WITH DUNGENESS CRAB BUOY TAG POSITIVELY-IDENTIFIED, AS SEEN ON VIDEO, SECOND BUOY ~5 FEET ABOVE (TRAILER BUOY) ; LINE SCAR BY DORSAL FIN. FASTRAFT TEAM WAS ABLE TO ASSESS ANIMAL AND TAKE VIDEO / PHOTOS. DESIGNATED L2 SERIOUS INJURY DUE TO CONSTRICTING WRAPS. FINAL OUTCOME UNKNOWN.","SI","L2",1,"Y","Y"
"353","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,8,"UNIDENTIFIED FISHERY INTERACTION","SANTA CRUZ","CA","SI (PRORATE)","REPORT FROM PERSON IN KAYAK WHO ENCOUNTERED WHALE TRAILING ORANGE AND WHITE BUOY 10 FEET BEHIND WHALE. BUOY SUBMERGED WHEN WHALE DOVE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"354","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,9,"GILLNET FISHERY","MONTEREY","CA","NSI","GREEN MONOFILAMENT NETTING, RIGHT SIDE OF MOUTH, DRAPED OVER BODY, SOMETIMES OVER DORSAL FIN. NET EXITING MOUTH AND TRAILING. ANIMAL BREACHING.  ANIMAL IN APPARENT GOOD HEALTH WITH MINIMAL AMOUNT OF GEAR. FINAL OUTCOME UNKNOWN.","NSI","L3",0,"N","N"
"355","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,12,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","VANCOUVER ISLAND","BRITISH COLUMBIA","SI","LINE DEEPLY EMBEDDED IN TAILSTOCK, TRAILING 3 BUOYS. SIGNIFICANT SCARRING AROUND THE TAIL STOCK AND ROPE INJURIES ON THE ANTERIOR EDGES OF BOTH SIDES OF THE FLUKE, THE ROPE WRAP WAS AROUND THE TAIL STOCK AND THERE WAS ALSO A PERPENDICULAR ROPE WRAP ON THE RIGHT SIDE OF THE FLUKE WHICH WAS DEEP INTO THE BLUBBER/FLESH. CONSTRICTING ENTANGLEMENT AND SERIOUS INJURY UNDER CATEGORY L2. FISHERY POSITIVELY-IDENTIFIED THROUGH TAG NUMBERS. FISHERMAN HAD SET APPROX. 500 TRAPS IN BODEGA BAY, CA AREA BETWEEN MARCH 31 AND JUNE 1 OF 2016. FINAL OUTCOME UNKNOWN.","SI","L2",1,"Y","Y"
"356","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,12,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","RED AND WHITE BUOYS (2 TOTAL BUOYS) TRAILING ALONGSIDE BODY. LENGTH OF LINE, AMOUNT OF GEAR AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"357","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,14,"VESSEL STRIKE","LOS ANGELES","CA","DEAD","CAME INTO LOS ANGELES HARBOR ON THE BOW OF A LARGE SHIP. WORKING LOCATION AND LIMITED TIME FOR SAMPLING BEFORE ANIMAL WAS TOWED OUT OF THE HARBOR PREVENTED US FROM PREFORMING FULL NECROPY. SHIP TRACKER DATA SHOWS A REDUCTION IN SPEED AND A 360 DEGREE MANEUVER MIGHT INDICATE THE ANIMAL WAS STRUCK AT 34 DEG 26' 52.5"" N, 125 DEG 23' 01.0"" W.","DEAD","NA",1,"N","N"
"358","DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,17,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","EMACIATED WHALE SWIMMING WITH 2 UNIQUE SETS OF CA DUNGENESS CRAB POT GEAR THROUGH MOUTH. THE GEAR REPRESENTS TWO SEPARATE VESSELS' BUOYS AND ROPES. CONFIRMED FROM TAG NUMBERS. FAST RAFT TEAM WAS ABLE TO ATTACH TELEMETRY TO WHALE. DESIGNATED SERIOUS INJURY BECAUSE OF EMACIATED CONDITION, WHICH IMPLIES THAT GEAR IN MOUTH HAS INTERFERED WITH FEEDING FOR SOME TIME. HEALTH DECLINE.","SI","L3",1,"Y","Y"
"359","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,23,"VESSEL STRIKE","CLALLAM","WA","SI","AN 87' USCG VESSEL STRUCK A 25-30' HUMPBACK WHALE ON ITS MIDSECTION WITH THE BOW WHILE TRAVELING AT 10-12 KNOTS. THE WHALE WAS OBSERVED 10 FEET IN FRONT OF THE CUTTER BEFORE THE COLLISION TOOK PLACE. NO APPARENT DAMAGE TO THE VESSEL AND THE ANIMAL WAS AT THE SURFACE OF THE WATER AFTER THE COLLISION. THE ANIMAL WAS OBSERVED FOR A PERIOD OF 10 MINUTES POST COLLISION, FOLLOWING THE COLLISION THE ANIMAL DOVE FOR 2 MINUTES AND THEN WAS OBSERVED AT THE SURFACE.  FINAL OUTCOME UNKNOWN.","SI","L6A",1,"N","Y"
"360","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,6,24,"UNIDENTIFIED FISHERY INTERACTION","SAN MATEO","CA","SI (PRORATE)","WHALE SWIMMING AND DIVING, TRAILING 2 SETS OF YELLOW/WHITE/ORANGE BUOYS ABOUT 5 FEET BEHIND THE BLOWHOLE AND TRAILING LINE 100 FEET BEHIND ANIMAL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"361","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,7,5,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","WHALE TRAILING YELLOW AND BLUE CRAB BUOY AND 30 FEET OF LINE. FISHERY IDENTIFIED FROM BUOY TAG.  AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"362","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,7,6,"VESSEL STRIKE","SAN MATEO","CA","DEAD","9.7 METER MALE WITH EVIDENCE OF HEMORRHAGING AND EDEMA INTERNALLY. DORSAL AND LATERAL PROCESS FRACTURES TO CERVICAL VERTEBRAE C1-C3. NECROPSY DONE BY THE MARINE MAMMAL CENTER.","DEAD","NA",1,"N","N"
"363","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,7,24,"VESSEL STRIKE","SAN MATEO","CA","DEAD","10.9 METER FEMALE HUMPBACK. PHOTOS SHOW GOOD BODY CONDITION. MULTIPLE FRACTURES OF CAUDAL SKULL WITH SHARDS ON BONE LOOSE IN NECROTIC TISSUE. NECROPSIED BY THE MARINE MAMMAL CENTER. FINDINGS CONSISTENT WITH BLUNT FORCE TRAUMA DUE TO VESSEL STRIKE.","DEAD","NA",1,"N","N"
"364","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,1,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI (PRORATE)","1 MILE WEST OF OCEANO DUNES. WHALE STAYING AT SURFACE, TRAILING 4 OR 5 BUOYS IN LINE, 30 FEET OR MORE BEHIND WHALE, BLUE ROPE ON HEAD OF WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NO RESIGHTS.","SI (PRORATE)","L10",0.75,"N","Y"
"365","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,6,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","ORANGE","CA","SI","PHOTOS SHOW WHALE WITH BLUE LINE THROUGH MOUTH, CONSTRICTING AROUND LEFT FLIPPER, WITH RED/PINK LACERATIONS. TWO BUOYS WITH LENGTH OF LINE IN EXCESS OF WHALE TRAILING. MULTIPLE RESIGHTS OF WHALE THROUGH 12/8/2016. PARTIAL DISENTANGLEMENT ON 9/5/2016 BUT ANIMAL STILL TRAILED GEAR. PHOTOS ON 9/14 SHOW LINE STILL WRAPPED AROUND LEFT FLIPPER, WITH DEEPER LACERATIONS THAN ORIGINAL 8/6 PHOTOS. FINAL PHOTOS OF WHALE ON 12/8 SHOW DISCOLORED DORAL SURFACE OF WHALE, GRAYISH, WITH BIOLOGICAL GROWTH (DIATOMS?). HEALTH DECLINE AND CONSTRICTING NATURE OF ENTANGLEMENT AND DETERIORATING CONDITION WARRANTS SERIOUS INJURY. ANIMAL SEEN MONTHS LATER, WITHOUT GEAR. ON 4/20/2017, THIS SAME WHALE, WELL-KNOWN BY THE NAME 'SCARLETT' LOCALLY, WAS FOUND DEAD IN ORANGE COUNTY, CALIFORNIA.","DEAD","NA",1,"Y","Y"
"366","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,9,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","RED/ORANGE LINE COMING OUT OF ANTERIOR BASE OF MOUTH AND WRAPPED TIGHTLY AROUND BASE OF RIGHT FLIPPER. TRAILING LINE WITH 2 BUOYS, LINE LENGTH APPEARS ROUGHLY 2X - 3X LENGTH OF WHALE. GEAR POSITIVELY-IDENTIFIED BY BUOY/TAG NUMBER. EVIDENCE OF CONSTRICTING ENTANGLEMENT. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI","L2",1,"Y","Y"
"367","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,12,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","LINE AROUND BODY BEHIND BLOWHOLE. TRAILING ONE BUOY APPROX. 20 FT BEHIND WHALE. BUOY SUBMERGES WHEN WHALE DIVES. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"368","DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,16,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","EMACIATED WHALE WITH DISCOLORED GRAY SKIN AND APPARENT DIATOM GROWTH, TRAILING TWO BUOYS AND 20 FT. OF LINE. FISHERY CONFIRMED VIA BUOY TAG. CONDITION OF WHALE WARRANTS SERIOUS INJURY DESIGNATION. AMOUNT OF GEAR AND CONFIGURATION UNKNOWN, BUT LIKELY HAS INTERFERED WITH FEEDING, WHICH SUGGESTS INGESTION OF GEAR. DOCUMENTED HEALTH DECLINE.","SI","L10",1,"Y","Y"
"369","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,16,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","WHALE SEEN WITH LINE AND A SINGLE BUOY TRAILING BEHIND IT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"370","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,24,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","TRAILING 2 WHITE BUOYS WITH BLACK TOPS (10 FEET APART) AND 1 YELLOW BUOY, 100 FT BEHIND WHALE, BUOYS FOULED, CDFW DUNGENESS CRAB TRAP TAG. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. ANIMAL LAST SEEN SWIMMING WITH ENTANGLEMENT.","SI (PRORATE)","L10",0.75,"Y","Y"
"371","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,24,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI (PRORATE)","2 MILES OFF MORRO ROCK. ORANGE/BROWN LINE WITH ORANGE FLOAT TRAILING FROM RIGHT SIDE OF BODY, BUT VERY CLOSE TO BODY, BUOY NEAR RIGHT PECTORAL FLIPPER; GEAR IS POSSIBLY ATTACHED TO LEFT SIDE, DRAPED OVER BACK AND FLOATING ON RIGHT SIDE. MOVING AND FEEDING WITH SOCIAL GROUP OF HUMPBACKS, DIVING. ANIMAL RESIGHTED THROUGH 8/26. PHOTOS AND VIDEO REVIEWED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"372","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,24,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","SI (PRORATE)","ONE RED POLYBALL (STILL INFLATED) BEING TRAILED A FEW YARDS BEHIND TAIL OF WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"373","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,27,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","WHALE NEAR SE FARALLON ISLAND WITH LARGE BUOY TRAILING 30 FEET BEHIND WRAPS ON TAIL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"374","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,28,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI (PRORATE)","ACTIVE, DIVING WHALE, TRAVELING WITH OTHER WHALES, TRAILING A SINGLE ORANGE BUOY APPROXIMATELY 20 FEET BEHIND WHALE. PHOTOS REVIEWED. UNKNOWN AMOUNT AND CONFIGURATION OF GEAR.","SI (PRORATE)","L10",0.75,"N","Y"
"375","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,8,28,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","WHALE SEEN SWIMMING AND DIVING WITH A SINGLE WRAP OF BLUE LINE APPROXIMATELY 2-3 FEET BEHIND BLOWHOLES. FLUKES SHOW EVIDENCE OF WHITE SCARRING, POSSIBLY RELATED TO THIS ENTANGLEMENT OR POSSIBLY OLDER. ANIMAL OTHERWISE APPEARS HEALTHY. PHOTOS REVIEWED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"376","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,9,16,"VESSEL STRIKE","TILLAMOOK","OR","DEAD","CAUDAL HALF OF PEDUNCLE MISSING; BASED ON DAMAGE TO CAUDAL VERTEBRA, BELIEVED TO HAVE BEEN CUT OFF BY PROPELLER; HOWEVER, UNCLEAR AS TO WHETHER DAMAGE OCCURRED PRE- OR POST-MORTEM; ALL INTERNAL ORGANS EXPELLED FROM DECOMPOSITION.; ONLY VENTRAL SIDE OF WHALE COULD BE EXAMINED.","DEAD","NA",1,"N","Y"
"377","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,9,17,"CA SPOT PRAWN TRAP FISHERY","SAN MATEO","CA","SI","CALIFORNIA SPOT PRAWN TRAP GEAR; BLUE STEEL LINE AROUND ONE PECTORAL FLIPPER AND 4 ORANGE POLY BALLS. RESIGHTED OFF SANTA BARBARA COUNTY ON 10/4/2016 YELLOW ROPE AROUND MIDSECTION AND A ""4-INCH LACERATION"", THOUGH THE LOCATION OF THE LACERATION IS NOT PROVIDED. PHOTOS DO NOT SHOW LACERATION AND SHOW APPARENT MARINE GROWTH ON ROPES. INTERVIEW WITH FISHERMAN INDICATES THAT ONE OF THE BUOYS IS FROM A SET MADE AT THE END OF AUGUST WEST OF SAN MATEO IN 100 FATHOMS OF WATER, WITH APPROXIMATELY 120 FATHOMS OF LINE. FISHERMAN RECOVERED HIS GEAR AND ASSUMES THAT ALL THAT REMAINS ON WHALE IS LINES AND BUOYS. DESIGNATED AS A SERIOUS INJURY. UNKNOWN AMOUNT AND CONFIGURATION OF GEAR REMAIN ON ANIMAL. FINAL OUTCOME UNKNOWN.","SI","L10",1,"Y","Y"
"378","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,9,25,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MARIN","CA","SI (PRORATE)","COAST GUARD REPORTED WHALE WITH ""CRAB POTS AND LINES"". WHALE TRAILING 2 ORANGE BUOYS, 1 WHITE BUOY, TRAILING 10 FEET BEHIND DORSAL FIN, CLOSE TO FLUKES. WHALE WAS ABLE TO FLUKE UP AND DIVE. UNSUCCESSFUL SEARCH FOR WHALE, AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"379","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,9,26,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MARIN","CA","SI (PRORATE)","AERIAL PHOTO OF HUMPBACK WHALE, ""POSSIBLY ANCHORED"" AND ""HANGING NEAR SURFACE"", WITH PECTORAL FLIPPERS FLARED OUT, TRAILING APPROX. 150 FT. OF LINE AND 4 ORANGE POLYBALLS. NEAR PT. REYES. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"380","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,10,9,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","WHALE TRAILING ONE LARGE ORANGE POLYBALL AND ONE SMALLER WHITE POLYBALL NEAR MID-BODY. SEEN AMONG A GROUP OF 30+ FEEDING WHALES. ANIMAL WAS DIVING. PHOTOS SHOW WHALE BETWEEN OBSERVER AND POLYBALLS, SO GEAR IS OBSCURED BY DORSAL SURFACE OF WHALE, BUT OTHERWISE CLEARLY SEEN. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. NO RESIGHTS.","SI (PRORATE)","L10",0.75,"N","Y"
"381","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,10,12,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI","LINE AND 4 BUOYS (3 ORANGE, 1 WHITE). LINE COMES OUT OF MOUTH ON BOTH SIDES OF WHALE (SEEN FROM DRONE FOOTAGE) AND WRAPS AROUND HEAD OF WHALE POSTERIOR TO BLOWHOLES. LINE APPEARS CONSTRICTING WITH VISIBLE INDENTATION ON DORSAL SURFACE OF BODY. RIGHT PECTORAL FLIPPER APPEARS TO BE PINNED TO BODY. DISENTANGLEMENT TEAM MADE UNSUCCESSFUL ATTEMPT TO REMOVE GEAR. WHALE SEEN DIVING NORMALLY. UNDERWATER VIDEO OF ANIMAL TOO MURKY TO ASSESS SEVERITY OF ENTANGLEMENT. TRAILING LINE DOES NOT EXCEED LENGTH OF WHALE. DESIGNATED AS SERIOUS INJURY UNDER CATEGORY L2 BECAUSE OF EVIDENCE OF CONSTRICTING GEAR. .","SI","L2",1,"N","Y"
"382","RECOVERED","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,10,21,"GILLNET FISHERY","ORANGE","CA","NSI","WHALE IDENTIFIED AS 'COMET' WITH EITHER GILLNET OR BRAIDED NET AROUND FLUKES, BUT PEDUNCLE APPEARS FREE OF GEAR.  MARINE GROWTH ON GEAR MAKES IT UNCLEAR WHETHER OR NOT NET IS MONOFILAMENT OR BRAIDED. ANIMAL DIVING AND SWIMMING NORMALLY. WHALE RESIGHTED OFF LOS ANGELES LATER THAT WEEK. BARNACLE GROWTH ON FLUKES APPEARS TO BE CONTRIBUTING TO THE CONTINUED ATTACHMENT OF NET ON FLUKES. GEAR ORIGIN UNKNOWN. NON-SERIOUS INJURY DUE TO LIMITED DRAPED GEAR ON FLUKES. WHALE SEEN AS RECENTLY AS 2019 GEAR FREE IN GOOD HEALTH.","NSI","L3",0,"N","Y"
"383","RECOVERED","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,10,26,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","NSI","PHOTOGRAPH OF MONOFILAMENT LINE OVER FLUKES, LINE IS TAUGHT. WHALE WATCH SURVEY. ANIMAL RE-SIGHTED AND PHOTOGRAPHED LATER THAT DAY AND LINE IS NO LONGER VISIBLE. APPARENT SELF-RELEASE. ANIMAL WAS SEEN FEEDING. ORIGINAL AMOUNT AND CONFIGURATION OF LINE UNKNOWN. RESIGHTED GEAR FREE IN 2019.","NSI","L10",0,"N","N"
"384","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,11,26,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MEXICO","MEXICO","SI (PRORATE)","WHALE TRAILING CRAB POT, 3 BUOYS AND 100 METERS OF ROPE NEAR CABO SAN LUCAS. DRAWING OF WHALE SHOWS RELATIVE LOCATION OF GEAR WRAPPED AROUND RIGHT PECTORAL FLIPPER. SELF-RELEASE OF GEAR THAT WAS COLLECTED, UNCERTAIN IF WHALE SHED ALL GEAR. PHOTOS SHOW GEAR RECOVERED FROM WHALE AND POSITIVELY-IDENTIFIED FROM LICENSE TAG NUMBER. GEAR ORIGINALLY SET IN SPRING 2017 NEAR SAN FRANCISCO. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"385","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,12,3,"UNIDENTIFIED FISHERY INTERACTION","SONOMA","CA","SI (PRORATE)","WHALE TRAILING ROPE AND 4 BUOYS, 2 BUOYS NEAR HEAD, 2 NEAR FLUKES. ANIMAL SEEN NEAR BODEGA BAY, CA, THRASHING AT SURFACE, 'LOOKS EXHAUSTED'. TWO TRAILING BUOYS ARE BICOLOR (ORANGE/YELLOW AND RED). LEADING BUOYS ARE WHITE WITH LONGITUDINAL RED BAR. BUOYS LOOK RELATIVELY FRESH AND UNFOULED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
